1016485,AAOI,2026-01-08 21:45:05.180,SwingFilter,Hold,Volatility too high (11.21%) - excessive risk,2026-01-08 21:45:05.580
1016506,A,2026-01-08 21:45:05.970,Bollinger,Sell,0.67|Bollinger mean reversion sell (RSI=58.1),2026-01-08 21:45:06.337
1016507,A,2026-01-08 21:45:06.030,ATR,Hold,0.00|No ATR breakout,2026-01-08 21:45:06.393
1016508,AA,2026-01-08 21:45:06.030,Ichimoku,Buy,1.00|Bullish Ichimoku (price 8.5% above cloud),2026-01-08 21:45:06.393
1016509,AA,2026-01-08 21:45:06.083,PriceAction,Buy,0.80|Strong uptrend: Higher highs & higher lows confirmed,2026-01-08 21:45:06.450
1016510,A,2026-01-08 21:45:06.083,MACD,Buy,0.65|MACD momentum building (hist=1.2601),2026-01-08 21:45:06.450
1016511,A,2026-01-08 21:45:06.140,ADX,Buy,0.66|ADX strong trend ? (ADX=24.1),2026-01-08 21:45:06.503
1016512,AA,2026-01-08 21:45:06.140,Supertrend,Buy,0.65|Supertrend bullish continuation (5.31% above),2026-01-08 21:45:06.503
1016513,AA,2026-01-08 21:45:06.197,MeanRevMFI,Hold,0.00|No MFI mean reversion setup,2026-01-08 21:45:06.557
1016514,A,2026-01-08 21:45:06.197,Volume,Hold,0.00|Volume too low: 0.75x,2026-01-08 21:45:06.557
1016515,A,2026-01-08 21:45:06.250,Donchian,Hold,"0.00|Price within channel ($145.76, U=$151.43, L=$135.27)",2026-01-08 21:45:06.613
1016516,AA,2026-01-08 21:45:06.250,TripleMomentum,Hold,0.00|Insufficient momentum consensus,2026-01-08 21:45:06.613
1016517,AA,2026-01-08 21:45:06.303,SRBounce,Hold,0.00|Not near key S/R levels,2026-01-08 21:45:06.670
1016518,A,2026-01-08 21:45:06.303,Ichimoku,Hold,0.00|TK lines too close: 0.72%,2026-01-08 21:45:06.670
1016519,A,2026-01-08 21:45:06.360,PriceAction,Buy,0.80|Strong uptrend: Higher highs & higher lows confirmed,2026-01-08 21:45:06.720
1016520,AA,2026-01-08 21:45:06.360,CMFMomentum,Hold,0.00|No CMF momentum signal,2026-01-08 21:45:06.720
1016521,ABT,2026-01-08 21:45:06.403,SwingFilter,Hold,Weekly trend too weak (0.1%),2026-01-08 21:45:06.763
1016522,AA,2026-01-08 21:45:06.413,ForceIndex,Hold,0.00|No Force Index breakout,2026-01-08 21:45:06.777
1016523,A,2026-01-08 21:45:06.413,Supertrend,Buy,0.65|Supertrend bullish continuation (4.16% above),2026-01-08 21:45:06.777
1016524,A,2026-01-08 21:45:06.470,MeanRevMFI,Hold,0.00|No MFI mean reversion setup,2026-01-08 21:45:06.833
1016525,AA,2026-01-08 21:45:06.470,WilliamsR,Sell,0.70|Williams %R overbought reversal (-21.8 from -12.4),2026-01-08 21:45:06.833
1016526,AA,2026-01-08 21:45:06.523,PSAR,Hold,0.00|SAR no flip,2026-01-08 21:45:06.887
1016527,A,2026-01-08 21:45:06.523,TripleMomentum,Hold,0.00|Insufficient momentum consensus,2026-01-08 21:45:06.887
1016528,A,2026-01-08 21:45:06.583,SRBounce,Hold,0.00|Not near key S/R levels,2026-01-08 21:45:06.943
1016529,AA,2026-01-08 21:45:06.587,Keltner,Hold,0.00|No Keltner breakout,2026-01-08 21:45:06.943
1016530,AA,2026-01-08 21:45:06.643,OBV,Hold,0.00|No OBV divergence,2026-01-08 21:45:07.000
1016531,A,2026-01-08 21:45:06.643,CMFMomentum,Hold,0.00|No CMF momentum signal,2026-01-08 21:45:07.000
1016532,A,2026-01-08 21:45:06.697,ForceIndex,Hold,0.00|No Force Index breakout,2026-01-08 21:45:07.050
1016533,AA,2026-01-08 21:45:06.697,Aroon,Hold,0.00|No Aroon trend change,2026-01-08 21:45:07.057
1016534,ABUS,2026-01-08 21:45:06.707,SwingFilter,Hold,Weekly trend too weak (1.1%),2026-01-08 21:45:07.063
1016535,AA,2026-01-08 21:45:06.753,ROC,Hold,0.00|No ROC momentum burst,2026-01-08 21:45:07.107
1016536,A,2026-01-08 21:45:06.750,WilliamsR,Sell,0.80|Williams %R overbought reversal (-25.7 from -11.2),2026-01-08 21:45:07.107
1016537,A,2026-01-08 21:45:06.803,PSAR,Hold,0.00|SAR no flip,2026-01-08 21:45:07.163
1016538,AA,2026-01-08 21:45:06.803,TSI,Hold,0.00|No TSI crossover,2026-01-08 21:45:07.163
1016539,AA,2026-01-08 21:45:06.860,Vortex,Hold,0.00|No Vortex trend change,2026-01-08 21:45:07.217
1016540,A,2026-01-08 21:45:06.860,Keltner,Hold,0.00|No Keltner breakout,2026-01-08 21:45:07.217
1016541,A,2026-01-08 21:45:06.913,OBV,Hold,0.00|No OBV divergence,2026-01-08 21:45:07.267
1016542,AA,2026-01-08 21:45:06.913,Confluence,Hold,0.00|Insufficient confluence (score=3),2026-01-08 21:45:07.267
1016543,AA,2026-01-08 21:45:06.963,Enhanced_Consensus,Hold,REJECT - Insufficient confirmations | conf=0% | quality=72%,2026-01-08 21:45:07.320
1016544,A,2026-01-08 21:45:06.963,Aroon,Hold,0.00|No Aroon trend change,2026-01-08 21:45:07.320
1016545,A,2026-01-08 21:45:07.017,ROC,Hold,0.00|No ROC momentum burst,2026-01-08 21:45:07.377
1016546,A,2026-01-08 21:45:07.073,TSI,Hold,0.00|No TSI crossover,2026-01-08 21:45:07.430
1016547,A,2026-01-08 21:45:07.127,Vortex,Hold,0.00|No Vortex trend change,2026-01-08 21:45:07.487
1016548,A,2026-01-08 21:45:07.183,Confluence,Hold,0.00|Insufficient confluence (score=3),2026-01-08 21:45:07.540
1016549,A,2026-01-08 21:45:07.237,Enhanced_Consensus,Hold,REJECT - Insufficient confirmations | conf=0% | quality=59%,2026-01-08 21:45:07.590
1016550,ACI,2026-01-08 05:00:00.000,RealisticConservative,Sell,Sell: 7@73% Q:65% (BB conflict),2026-01-08 21:45:07.730
1016551,ACMR,2026-01-08 05:00:00.000,RelaxedEngine,Hold,Failed validation,2026-01-08 21:45:07.760
1016552,ACI,2026-01-08 21:45:07.430,TrendMTF,Hold,0.00|No clear trend setup,2026-01-08 21:45:07.787
1016553,ACMR,2026-01-08 21:45:07.457,TrendMTF,Hold,0.00|No clear trend setup,2026-01-08 21:45:07.817
1016554,ACI,2026-01-08 21:45:07.483,MeanRevSR,Hold,"0.00|No mean reversion setup (RSI=50.0, regime=Quiet Market)",2026-01-08 21:45:07.843
1016555,ACMR,2026-01-08 21:45:07.513,MeanRevSR,Hold,"0.00|No mean reversion setup (RSI=50.0, regime=Weak Trend)",2026-01-08 21:45:07.867
1016556,ACI,2026-01-08 21:45:07.543,BreakoutVol,Hold,0.00|No breakout pattern (ADX=28.5),2026-01-08 21:45:07.903
1016557,ACMR,2026-01-08 21:45:07.563,BreakoutVol,Hold,0.00|No breakout pattern (ADX=40.7),2026-01-08 21:45:07.930
1016558,ADBE,2026-01-08 21:45:07.583,SwingFilter,Hold,Weekly trend too weak (0.9%),2026-01-08 21:45:07.950
1016559,ACI,2026-01-08 21:45:07.597,MomentumDiv,Hold,0.00|Indicators not ready,2026-01-08 21:45:07.960
1016560,ACMR,2026-01-08 21:45:07.620,MomentumDiv,Hold,0.00|Indicators not ready,2026-01-08 21:45:07.983
1016561,ACI,2026-01-08 21:45:07.653,EMA+RSI,Hold,0.00|No EMA crossover,2026-01-08 21:45:08.017
1016562,ACMR,2026-01-08 21:45:07.677,EMA+RSI,Hold,0.00|No EMA crossover,2026-01-08 21:45:08.037
1016563,ACI,2026-01-08 21:45:07.707,Bollinger,Buy,0.70|Bollinger mean reversion buy (RSI=38.6),2026-01-08 21:45:08.070
1016564,ACMR,2026-01-08 21:45:07.727,Bollinger,Sell,0.71|Bollinger mean reversion sell (RSI=78.8),2026-01-08 21:45:08.090
1016565,ACI,2026-01-08 21:45:07.760,ATR,Hold,0.00|No ATR breakout,2026-01-08 21:45:08.123
1016566,ACMR,2026-01-08 21:45:07.783,ATR,Hold,0.00|No ATR breakout,2026-01-08 21:45:08.153
1016567,ACI,2026-01-08 21:45:07.817,MACD,Sell,0.65|MACD momentum building (hist=-0.0708),2026-01-08 21:45:08.177
1016568,ACMR,2026-01-08 21:45:07.843,MACD,Buy,0.65|MACD momentum building (hist=0.8774),2026-01-08 21:45:08.203
1016569,ACI,2026-01-08 21:45:07.867,ADX,Sell,0.79|ADX strong trend ? (ADX=28.5),2026-01-08 21:45:08.230
1016570,ADI,2026-01-08 05:00:00.000,RelaxedEngine,Hold,Failed validation,2026-01-08 21:45:08.243
1016571,ACMR,2026-01-08 21:45:07.897,ADX,Buy,0.85|ADX strong trend ? (ADX=40.7),2026-01-08 21:45:08.260
1016572,ACI,2026-01-08 21:45:07.920,Volume,Sell,0.78|Volume spike 1.7x with downward momentum,2026-01-08 21:45:08.283
1016573,ADI,2026-01-08 21:45:07.937,TrendMTF,Hold,0.00|No clear trend setup,2026-01-08 21:45:08.297
1016574,ACMR,2026-01-08 21:45:07.953,Volume,Hold,0.00|Volume too low: 1.19x,2026-01-08 21:45:08.317
1016575,ACI,2026-01-08 21:45:07.977,Donchian,Hold,"0.00|Price within channel ($16.63, U=$18.28, L=$15.80)",2026-01-08 21:45:08.340
1016576,ADI,2026-01-08 21:45:07.987,MeanRevSR,Hold,"0.00|No mean reversion setup (RSI=50.0, regime=Weak Trend)",2026-01-08 21:45:08.353
1016577,ACI,2026-01-08 21:45:08.033,Ichimoku,Sell,0.60|Bearish Ichimoku (price 1.3% below cloud),2026-01-08 21:45:08.397
1016578,ACMR,2026-01-08 21:45:08.007,Donchian,Hold,"0.00|Price within channel ($49.19, U=$49.24, L=$32.20)",2026-01-08 21:45:08.397
1016579,ADI,2026-01-08 21:45:08.047,BreakoutVol,Hold,0.00|No breakout pattern (ADX=27.2),2026-01-08 21:45:08.410
1016580,ACI,2026-01-08 21:45:08.087,PriceAction,Hold,0.00|No clear price action trend,2026-01-08 21:45:08.450
1016581,ACMR,2026-01-08 21:45:08.090,Ichimoku,Buy,1.00|Bullish Ichimoku (price 13.6% above cloud),2026-01-08 21:45:08.453
1016582,ADI,2026-01-08 21:45:08.100,MomentumDiv,Hold,0.00|Indicators not ready,2026-01-08 21:45:08.463
1016583,ACMR,2026-01-08 21:45:08.143,PriceAction,Hold,0.00|No clear price action trend,2026-01-08 21:45:08.503
1016584,ACI,2026-01-08 21:45:08.140,Supertrend,Sell,0.65|Supertrend bearish continuation (4.97% below),2026-01-08 21:45:08.503
1016585,ADI,2026-01-08 21:45:08.157,EMA+RSI,Hold,0.00|No EMA crossover,2026-01-08 21:45:08.520
1016586,ACMR,2026-01-08 21:45:08.197,Supertrend,Buy,0.60|Supertrend bullish continuation (13.87% above),2026-01-08 21:45:08.560
1016587,ACI,2026-01-08 21:45:08.197,MeanRevMFI,Hold,0.00|No MFI mean reversion setup,2026-01-08 21:45:08.560
1016588,ADI,2026-01-08 21:45:08.213,Bollinger,Sell,0.74|Bollinger mean reversion sell (RSI=75.1),2026-01-08 21:45:08.577
1016589,ACI,2026-01-08 21:45:08.253,TripleMomentum,Hold,0.00|Insufficient momentum consensus,2026-01-08 21:45:08.617
1016590,ACMR,2026-01-08 21:45:08.253,MeanRevMFI,Hold,0.00|No MFI mean reversion setup,2026-01-08 21:45:08.617
1016591,ADI,2026-01-08 21:45:08.270,ATR,Buy,0.80|ATR breakout ? (vol=2.2%),2026-01-08 21:45:08.633
1016592,ADMA,2026-01-08 21:45:08.043,SwingFilter,Hold,Weekly trend too weak (1.1%),2026-01-08 21:45:08.637
1016593,ACI,2026-01-08 21:45:08.307,SRBounce,Hold,0.00|Not near key S/R levels,2026-01-08 21:45:08.670
1016594,ACMR,2026-01-08 21:45:08.307,TripleMomentum,Buy,0.90|Triple momentum bullish (2/3 indicators),2026-01-08 21:45:08.670
1016595,ADI,2026-01-08 21:45:08.323,MACD,Buy,0.65|MACD momentum building (hist=1.0475),2026-01-08 21:45:08.683
1016596,ACMR,2026-01-08 21:45:08.360,SRBounce,Hold,0.00|Not near key S/R levels,2026-01-08 21:45:08.720
1016597,ACI,2026-01-08 21:45:08.360,CMFMomentum,Hold,0.00|No CMF momentum signal,2026-01-08 21:45:08.720
1016598,ADI,2026-01-08 21:45:08.377,ADX,Buy,0.75|ADX strong trend ? (ADX=27.2),2026-01-08 21:45:08.740
1016599,ACI,2026-01-08 21:45:08.413,ForceIndex,Hold,0.00|No Force Index breakout,2026-01-08 21:45:08.777
1016600,ACMR,2026-01-08 21:45:08.413,CMFMomentum,Hold,0.00|No CMF momentum signal,2026-01-08 21:45:08.777
1016601,ADI,2026-01-08 21:45:08.433,Volume,Hold,0.00|Volume too low: 0.95x,2026-01-08 21:45:08.793
1016602,ACMR,2026-01-08 21:45:08.467,ForceIndex,Hold,0.00|No Force Index breakout,2026-01-08 21:45:08.830
1016603,ACI,2026-01-08 21:45:08.467,WilliamsR,Hold,0.00|No Williams %R reversal signal,2026-01-08 21:45:08.833
1016604,ADI,2026-01-08 21:45:08.483,Donchian,Hold,"0.00|Price within channel ($299.16, U=$299.53, L=$270.14)",2026-01-08 21:45:08.843
1016605,ACMR,2026-01-08 21:45:08.520,WilliamsR,Hold,0.00|No Williams %R reversal signal,2026-01-08 21:45:08.883
1016606,ACI,2026-01-08 21:45:08.523,PSAR,Hold,0.00|SAR no flip,2026-01-08 21:45:08.890
1016607,ADI,2026-01-08 21:45:08.537,Ichimoku,Hold,0.00|TK lines too close: 0.78%,2026-01-08 21:45:08.897
1016608,ACMR,2026-01-08 21:45:08.577,PSAR,Hold,0.00|SAR no flip,2026-01-08 21:45:08.937
1016609,ACI,2026-01-08 21:45:08.580,Keltner,Hold,0.00|No Keltner breakout,2026-01-08 21:45:08.940
1016610,ADI,2026-01-08 21:45:08.590,PriceAction,Hold,0.00|No clear price action trend,2026-01-08 21:45:08.953
1016611,ACI,2026-01-08 21:45:08.633,OBV,Hold,0.00|No OBV divergence,2026-01-08 21:45:08.993
1016612,ACMR,2026-01-08 21:45:08.630,Keltner,Hold,0.00|No Keltner breakout,2026-01-08 21:45:08.993
1016613,ADI,2026-01-08 21:45:08.643,Supertrend,Buy,0.65|Supertrend bullish continuation (7.03% above),2026-01-08 21:45:09.003
1016614,ACI,2026-01-08 21:45:08.683,Aroon,Hold,0.00|No Aroon trend change,2026-01-08 21:45:09.043
1016615,ACMR,2026-01-08 21:45:08.683,OBV,Hold,0.00|No OBV divergence,2026-01-08 21:45:09.043
1016616,ADI,2026-01-08 21:45:08.697,MeanRevMFI,Hold,0.00|No MFI mean reversion setup,2026-01-08 21:45:09.060
1016617,ACI,2026-01-08 21:45:08.737,ROC,Hold,0.00|No ROC momentum burst,2026-01-08 21:45:09.103
1016618,ACMR,2026-01-08 21:45:08.737,Aroon,Hold,0.00|No Aroon trend change,2026-01-08 21:45:09.103
1016619,ADI,2026-01-08 21:45:08.753,TripleMomentum,Buy,1.00|Triple momentum bullish (3/3 indicators),2026-01-08 21:45:09.113
1016620,ACI,2026-01-08 21:45:08.797,TSI,Hold,0.00|No TSI crossover,2026-01-08 21:45:09.160
1016621,ACMR,2026-01-08 21:45:08.797,ROC,Hold,0.00|No ROC momentum burst,2026-01-08 21:45:09.160
1016622,ADI,2026-01-08 21:45:08.803,SRBounce,Hold,0.00|Not near key S/R levels,2026-01-08 21:45:09.163
1016623,ACMR,2026-01-08 21:45:08.853,TSI,Hold,0.00|No TSI crossover,2026-01-08 21:45:09.213
1016624,ADI,2026-01-08 21:45:08.857,CMFMomentum,Hold,0.00|No CMF momentum signal,2026-01-08 21:45:09.217
1016625,ACI,2026-01-08 21:45:08.853,Vortex,Hold,0.00|No Vortex trend change,2026-01-08 21:45:09.217
1016626,ACMR,2026-01-08 21:45:08.903,Vortex,Hold,0.00|No Vortex trend change,2026-01-08 21:45:09.263
1016627,ACI,2026-01-08 21:45:08.907,Confluence,Hold,0.00|Insufficient confluence (score=0),2026-01-08 21:45:09.270
1016628,ADI,2026-01-08 21:45:08.907,ForceIndex,Hold,0.00|No Force Index breakout,2026-01-08 21:45:09.270
1016629,ACMR,2026-01-08 21:45:08.957,Confluence,Hold,0.00|Insufficient confluence (score=3),2026-01-08 21:45:09.317
1016630,ACI,2026-01-08 21:45:08.960,Enhanced_Consensus,Sell,Sell: 7@73% Q:65% (BB conflict) | conf=68% | quality=65%,2026-01-08 21:45:09.320
1016631,ADI,2026-01-08 21:45:08.960,WilliamsR,Hold,0.00|No Williams %R reversal signal,2026-01-08 21:45:09.320
1016632,ACI,2026-01-08 21:45:09.013,Enhanced_Entry,Sell,"entry=$16.61, qty=90, stop=$1.01, quality=65%",2026-01-08 21:45:09.373
1016633,ACMR,2026-01-08 21:45:09.010,Enhanced_Consensus,Hold,Failed validation | conf=0% | quality=75%,2026-01-08 21:45:09.373
1016634,ADI,2026-01-08 21:45:09.013,PSAR,Hold,0.00|SAR no flip,2026-01-08 21:45:09.377
1016635,ADI,2026-01-08 21:45:09.070,Keltner,Hold,0.00|No Keltner breakout,2026-01-08 21:45:09.433
1016636,ADT,2026-01-08 21:45:09.097,SwingFilter,Hold,Weekly trend too weak (0.9%),2026-01-08 21:45:09.460
1016637,ADI,2026-01-08 21:45:09.123,OBV,Hold,0.00|No OBV divergence,2026-01-08 21:45:09.490
1016638,ADI,2026-01-08 21:45:09.180,Aroon,Hold,0.00|No Aroon trend change,2026-01-08 21:45:09.543
1016639,ADI,2026-01-08 21:45:09.237,ROC,Buy,"0.70|ROC momentum burst ? (ROC=9.0%, vol=1.10x)",2026-01-08 21:45:09.597
1016640,ADI,2026-01-08 21:45:09.293,TSI,Hold,0.00|No TSI crossover,2026-01-08 21:45:09.657
1016641,ADI,2026-01-08 21:45:09.347,Vortex,Hold,0.00|No Vortex trend change,2026-01-08 21:45:09.710
1016642,ADI,2026-01-08 21:45:09.400,Confluence,Hold,0.00|Insufficient confluence (score=3),2026-01-08 21:45:09.763
1016643,ADI,2026-01-08 21:45:09.457,Enhanced_Consensus,Hold,Failed validation | conf=0% | quality=58%,2026-01-08 21:45:09.817
1016644,AEE,2026-01-08 21:45:09.470,SwingFilter,Hold,Weekly trend too weak (1.1%),2026-01-08 21:45:09.833
1016645,AEHR,2026-01-08 21:45:09.503,SwingFilter,Hold,Weekly trend too weak (1.3%),2026-01-08 21:45:09.867
1016646,AEP,2026-01-08 21:45:09.787,SwingFilter,Hold,Weekly trend too weak (0.4%),2026-01-08 21:45:10.143
1016647,AES,2026-01-08 21:45:09.860,SwingFilter,Hold,Weekly trend too weak (1.0%),2026-01-08 21:45:10.220
1016648,AFL,2026-01-08 21:45:10.207,SwingFilter,Hold,Weekly trend too weak (0.0%),2026-01-08 21:45:10.563
1016649,AGIO,2026-01-08 21:45:10.250,SwingFilter,Hold,No clear weekly trend direction,2026-01-08 21:45:10.607
1016650,AFRM,2026-01-08 05:00:00.000,RelaxedEngine,Hold,Insufficient votes,2026-01-08 21:45:10.617
1016651,AHR,2026-01-08 21:45:10.283,SwingFilter,Hold,Weekly trend too weak (0.4%),2026-01-08 21:45:10.640
1016652,AFRM,2026-01-08 21:45:10.313,TrendMTF,Hold,0.00|No clear trend setup,2026-01-08 21:45:10.670
1016653,AFRM,2026-01-08 21:45:10.370,MeanRevSR,Hold,"0.00|No mean reversion setup (RSI=50.0, regime=High Volatility)",2026-01-08 21:45:10.727
1016654,AFRM,2026-01-08 21:45:10.427,BreakoutVol,Hold,0.00|No breakout pattern (ADX=18.1),2026-01-08 21:45:10.783
1016655,AFRM,2026-01-08 21:45:10.480,MomentumDiv,Hold,0.00|Indicators not ready,2026-01-08 21:45:10.840
1016656,AFRM,2026-01-08 21:45:10.537,EMA+RSI,Hold,0.00|No EMA crossover,2026-01-08 21:45:10.890
1016657,AFRM,2026-01-08 21:45:10.587,Bollinger,Sell,0.68|Bollinger mean reversion sell (RSI=63.4),2026-01-08 21:45:10.977
1016658,AFRM,2026-01-08 21:45:10.683,ATR,Hold,0.00|No ATR breakout,2026-01-08 21:45:11.040
1016659,AIV,2026-01-08 21:45:10.710,SwingFilter,Hold,Weekly trend too weak (1.0%),2026-01-08 21:45:11.067
1016660,AFRM,2026-01-08 21:45:10.737,MACD,Hold,0.00|No MACD signal,2026-01-08 21:45:11.097
1016661,AFRM,2026-01-08 21:45:10.793,ADX,Hold,0.00|ADX too weak: 18.1 < 22,2026-01-08 21:45:11.143
1016662,AFRM,2026-01-08 21:45:10.850,Volume,Hold,0.00|Volume too low: 0.70x,2026-01-08 21:45:11.200
1016663,AFRM,2026-01-08 21:45:10.903,Donchian,Hold,"0.00|Price within channel ($81.61, U=$83.90, L=$64.90)",2026-01-08 21:45:11.253
1016664,AFRM,2026-01-08 21:45:10.957,Ichimoku,Buy,1.00|Bullish Ichimoku (price 6.4% above cloud),2026-01-08 21:45:11.310
1016665,AFRM,2026-01-08 21:45:11.013,PriceAction,Hold,0.00|No clear price action trend,2026-01-08 21:45:11.363
1016666,AKAM,2026-01-08 21:45:11.020,SwingFilter,Hold,Weekly trend too weak (0.3%),2026-01-08 21:45:11.370
1016667,AFRM,2026-01-08 21:45:11.067,Supertrend,Buy,0.64|Supertrend bullish continuation (9.16% above),2026-01-08 21:45:11.417
1016668,AKBA,2026-01-08 05:00:00.000,RealisticConservative,Sell,Sell: 7@78% Q:58% (BB conflict),2026-01-08 21:45:11.437
1016669,AFRM,2026-01-08 21:45:11.120,MeanRevMFI,Hold,0.00|No MFI mean reversion setup,2026-01-08 21:45:11.473
1016670,AKBA,2026-01-08 21:45:11.143,TrendMTF,Hold,0.00|No clear trend setup,2026-01-08 21:45:11.493
1016671,AFRM,2026-01-08 21:45:11.177,TripleMomentum,Hold,0.00|Insufficient momentum consensus,2026-01-08 21:45:11.530
1016672,AKBA,2026-01-08 21:45:11.197,MeanRevSR,Hold,"0.00|No mean reversion setup (RSI=50.0, regime=Weak Trend)",2026-01-08 21:45:11.550
1016673,AFRM,2026-01-08 21:45:11.233,SRBounce,Hold,0.00|Not near key S/R levels,2026-01-08 21:45:11.583
1016674,AKBA,2026-01-08 21:45:11.253,BreakoutVol,Hold,0.00|No breakout pattern (ADX=27.1),2026-01-08 21:45:11.603
1016675,AFRM,2026-01-08 21:45:11.290,CMFMomentum,Hold,0.00|No CMF momentum signal,2026-01-08 21:45:11.640
1016676,AKBA,2026-01-08 21:45:11.307,MomentumDiv,Hold,0.00|Indicators not ready,2026-01-08 21:45:11.657
1016677,AFRM,2026-01-08 21:45:11.343,ForceIndex,Hold,0.00|No Force Index breakout,2026-01-08 21:45:11.697
1016678,AKRO,2026-01-08 21:45:11.350,SwingFilter,Hold,Volatility too low (0.54%) - no swing opportunity,2026-01-08 21:45:11.700
1016679,AKBA,2026-01-08 21:45:11.360,EMA+RSI,Hold,0.00|No EMA crossover,2026-01-08 21:45:11.710
1016680,AFRM,2026-01-08 21:45:11.400,WilliamsR,Sell,0.80|Williams %R overbought reversal (-20.7 from -7.0),2026-01-08 21:45:11.750
1016681,AKBA,2026-01-08 21:45:11.413,Bollinger,Buy,0.70|Bollinger mean reversion buy (RSI=37.1),2026-01-08 21:45:11.763
1016682,AL,2026-01-08 21:45:11.437,SwingFilter,Hold,Volatility too low (0.20%) - no swing opportunity,2026-01-08 21:45:11.790
1016683,AFRM,2026-01-08 21:45:11.453,PSAR,Hold,0.00|SAR no flip,2026-01-08 21:45:11.803
1016684,AKBA,2026-01-08 21:45:11.467,ATR,Hold,0.00|Volatility outside swing range: 6.07%,2026-01-08 21:45:11.817
1016685,AFRM,2026-01-08 21:45:11.507,Keltner,Hold,0.00|No Keltner breakout,2026-01-08 21:45:11.860
1016686,AKBA,2026-01-08 21:45:11.520,MACD,Hold,0.00|No MACD signal,2026-01-08 21:45:11.870
1016687,AFRM,2026-01-08 21:45:11.563,OBV,Hold,0.00|No OBV divergence,2026-01-08 21:45:11.913
1016688,AKBA,2026-01-08 21:45:11.573,ADX,Sell,0.75|ADX strong trend ? (ADX=27.1),2026-01-08 21:45:11.920
1016689,AFRM,2026-01-08 21:45:11.617,Aroon,Hold,0.00|No Aroon trend change,2026-01-08 21:45:11.970
1016690,AKBA,2026-01-08 21:45:11.623,Volume,Hold,0.00|Volume too low: 1.22x,2026-01-08 21:45:11.977
1016691,AFRM,2026-01-08 21:45:11.670,ROC,Hold,0.00|No ROC momentum burst,2026-01-08 21:45:12.020
1016692,AKBA,2026-01-08 21:45:11.680,Donchian,Hold,"0.00|Price within channel ($1.49, U=$1.73, L=$1.46)",2026-01-08 21:45:12.033
1016693,AFRM,2026-01-08 21:45:11.723,TSI,Hold,0.00|No TSI crossover,2026-01-08 21:45:12.077
1016694,AKBA,2026-01-08 21:45:11.737,Ichimoku,Hold,0.00|TK lines too close: 1.10%,2026-01-08 21:45:12.083
1016695,AFRM,2026-01-08 21:45:11.780,Vortex,Hold,0.00|No Vortex trend change,2026-01-08 21:45:12.133
1016696,AKBA,2026-01-08 21:45:11.787,PriceAction,Hold,0.00|No clear price action trend,2026-01-08 21:45:12.137
